Seddelnummer;Landingsdato;Fartøy ID;Art FAO (kode);Art FAO (navn);Fangstområde (kode);Fangstområde (navn);Redskap (kode);Rundvekt (kg)
7-7000011702164-2;15.04.2024;2001016601;COD;Torsk;03;Øst-Finnmark;61;10397.0
7-7000011702165-3;15.04.2024;1998008981;COD;Torsk;03;Øst-Finnmark;20;0.0
4-1128991-1;15.04.2024;1997004871;COD;Torsk;04;Vest-Finnmark;22;0.0
4-1128995-1;15.04.2024;1997004871;COD;Torsk;04;Vest-Finnmark;22;5236.86
4-1129008-1;15.04.2024;1997004871;COD;Torsk;04;Vest-Finnmark;22;10533.0
4-1129021-1;15.04.2024;1997004871;COD;Torsk;04;Vest-Finnmark;22;3373.5
4-1129021-2;15.04.2024;1997004871;COD;Torsk;04;Vest-Finnmark;22;4968.0
4-1129021-3;15.04.2024;1997004871;COD;Torsk;04;Vest-Finnmark;22;18627.0
4-1129021-4;15.04.2024;1997004871;COD;Torsk;04;Vest-Finnmark;22;4279.5
4-1129042-1;15.04.2024;1997004871;COD;Torsk;04;Vest-Finnmark;22;35692.5
4-1129042-2;15.04.2024;1997004871;COD;Torsk;04;Vest-Finnmark;22;154465.5
7-7000011702151-1;15.04.2024;;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;13.5
7-7000011702162-4;15.04.2024;2019110493;COD;Torsk;05;Røstbanken til Malangsgrunnen;31;64.0
7-7000011702181-1;15.04.2024;2002018241;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;390.0
7-7000011702181-2;15.04.2024;2002018241;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;630.0
7-7000011702187-1;15.04.2024;2008045528;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;109.0
7-7000011702187-2;15.04.2024;2008045528;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;36.0
7-7000011702187-3;15.04.2024;2008045528;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;525.1
7-7000011702187-4;15.04.2024;2008045528;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;161.66
7-7000011702187-5;15.04.2024;2008045528;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;121.54
7-7000011702135-2;15.04.2024;1994008065;COD;Torsk;06;Helgelandsbanken;22;240.0
7-7000011702135-3;15.04.2024;1994008065;COD;Torsk;06;Helgelandsbanken;22;45.0
7-7000011702135-4;15.04.2024;1994008065;COD;Torsk;06;Helgelandsbanken;22;49.5
7-7000011702135-7;15.04.2024;1994008065;COD;Torsk;06;Helgelandsbanken;22;0.0
7-7000011702167-7;15.04.2024;1996005344;COD;Torsk;06;Helgelandsbanken;22;31.5
7-7000011702167-8;15.04.2024;1996005344;COD;Torsk;06;Helgelandsbanken;22;4.5
7-7000011702172-1;15.04.2024;2012056928;COD;Torsk;06;Helgelandsbanken;22;25.5
7-7000011702224-1;15.04.2024;2001015483;COD;Torsk;06;Helgelandsbanken;22;114.46
7-7000011702224-2;15.04.2024;2001015483;COD;Torsk;06;Helgelandsbanken;22;118.0
4-1128986-1;15.04.2024;1992009319;COD;Torsk;07;Storegga-Frøyabanken;61;91.5
6-12048-1;15.04.2024;1999001513;COD;Torsk;07;Storegga-Frøyabanken;51;0.0
6-264955-3;15.04.2024;2013060632;COD;Torsk;07;Storegga-Frøyabanken;20;108.0
6-264956-1;15.04.2024;1994004742;COD;Torsk;07;Storegga-Frøyabanken;61;283.2
6-264956-3;15.04.2024;1994004742;COD;Torsk;07;Storegga-Frøyabanken;61;49.56
6-264958-6;15.04.2024;1986007291;COD;Torsk;07;Storegga-Frøyabanken;20;25.5
6-264973-1;15.04.2024;1998012857;COD;Torsk;07;Storegga-Frøyabanken;20;261.96
6-264981-2;15.04.2024;1982003787;COD;Torsk;07;Storegga-Frøyabanken;20;8.26
6-264984-3;15.04.2024;1972005727;COD;Torsk;07;Storegga-Frøyabanken;61;5.9
4-3020142-5;15.04.2024;2008043688;COD;Torsk;08;Eigersundbanken;22;6.15
4-3020146-1;15.04.2024;1994003398;COD;Torsk;08;Eigersundbanken;22;23.4
4-3020147-10;15.04.2024;2017100473;COD;Torsk;08;Eigersundbanken;22;7.65
4-3020147-4;15.04.2024;2017100473;COD;Torsk;08;Eigersundbanken;22;13.5
2-4039140-3;15.04.2024;1998003525;COD;Torsk;08;Eigersundbanken;51;194.7
2-4039141-22;15.04.2024;2022123057;COD;Torsk;08;Eigersundbanken;51;2026.06
2-4039143-2;15.04.2024;2022121737;COD;Torsk;08;Eigersundbanken;51;3058.56
2-4039161-1;15.04.2024;1987011070;COD;Torsk;08;Eigersundbanken;22;42.48
2-412805-10;15.04.2024;1998012457;COD;Torsk;08;Eigersundbanken;55;0.0
7-7000011702143-1;15.04.2024;2009049430;HAD;Hyse;03;Øst-Finnmark;22;1.4
7-7000011702164-3;15.04.2024;2001016601;HAD;Hyse;03;Øst-Finnmark;61;1254.0
7-7000011702164-4;15.04.2024;2001016601;HAD;Hyse;03;Øst-Finnmark;61;453.72
7-7000011702165-1;15.04.2024;1998008981;HAD;Hyse;03;Øst-Finnmark;20;2.0
7-7000011702169-1;15.04.2024;2019108273;HAD;Hyse;03;Øst-Finnmark;35;953.04
7-7000011702169-2;15.04.2024;2019108273;HAD;Hyse;03;Øst-Finnmark;35;1043.1
7-7000011702169-3;15.04.2024;2019108273;HAD;Hyse;03;Øst-Finnmark;35;4072.08
7-7000011702170-1;15.04.2024;1998006348;HAD;Hyse;03;Øst-Finnmark;22;6.0
7-7100010034922-7;17.04.2024;2017098773;HAD;Hyse;03;Øst-Finnmark;61;0.0
4-1128995-4;15.04.2024;1997004871;HAD;Hyse;04;Vest-Finnmark;22;33.25
4-1129018-1;15.04.2024;1997004871;HAD;Hyse;04;Vest-Finnmark;22;1170.4
4-1129019-2;15.04.2024;1997004871;HAD;Hyse;04;Vest-Finnmark;22;0.0
6-265147-1;15.04.2024;2019108180;HAD;Hyse;04;Vest-Finnmark;51;4438.0
7-7000011702130-8;15.04.2024;2022123581;HAD;Hyse;04;Vest-Finnmark;61;85.0
7-7000011702142-2;15.04.2024;1994011036;HAD;Hyse;04;Vest-Finnmark;22;4.56
7-7000011702154-1;15.04.2024;1993002616;HAD;Hyse;04;Vest-Finnmark;22;13.0
7-7000011702168-1;15.04.2024;1972011241;HAD;Hyse;04;Vest-Finnmark;22;9.8
7-7000011702195-1;15.04.2024;1989003759;HAD;Hyse;04;Vest-Finnmark;22;1.14
7-7000011702151-3;15.04.2024;;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;5.6
7-7000011702181-3;15.04.2024;2002018241;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;28.5
7-7000011702187-9;15.04.2024;2008045528;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;58.14
7-7000011702213-4;15.04.2024;1996005413;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;2.85
7-7000011702241-5;15.04.2024;2011056130;HAD;Hyse;05;Røstbanken til Malangsgrunnen;35;60.42
7-7000011702248-2;15.04.2024;1987001603;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;13.68
7-7000011702257-1;15.04.2024;2008044768;HAD;Hyse;05;Røstbanken til Malangsgrunnen;33;22.4
7-7000011702280-4;15.04.2024;2001014982;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;2.0
7-7000011702291-2;15.04.2024;2018103053;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;15.96
7-7000011702135-5;15.04.2024;1994008065;HAD;Hyse;06;Helgelandsbanken;22;9.12
7-7000011702167-4;15.04.2024;1996005344;HAD;Hyse;06;Helgelandsbanken;22;76.38
7-7000011702172-2;15.04.2024;2012056928;HAD;Hyse;06;Helgelandsbanken;22;2.28
7-7000011702224-3;15.04.2024;2001015483;HAD;Hyse;06;Helgelandsbanken;22;75.24
7-7000011702235-2;15.04.2024;2015070674;HAD;Hyse;06;Helgelandsbanken;22;97.0
7-7000011702244-2;15.04.2024;1993002080;HAD;Hyse;06;Helgelandsbanken;22;10.26
7-7000011702249-1;15.04.2024;2023124462;HAD;Hyse;06;Helgelandsbanken;22;50.16
7-7000011702250-1;15.04.2024;1979009923;HAD;Hyse;06;Helgelandsbanken;22;34.2
7-7000011702334-8;15.04.2024;;HAD;Hyse;06;Helgelandsbanken;22;15.4
4-1128986-2;15.04.2024;1992009319;HAD;Hyse;07;Storegga-Frøyabanken;61;83.22
6-12046-2;15.04.2024;1975007664;HAD;Hyse;07;Storegga-Frøyabanken;20;0.0
6-264955-1;15.04.2024;2013060632;HAD;Hyse;07;Storegga-Frøyabanken;20;462.84
6-264955-2;15.04.2024;2013060632;HAD;Hyse;07;Storegga-Frøyabanken;20;342.0
6-264958-5;15.04.2024;1986007291;HAD;Hyse;07;Storegga-Frøyabanken;20;151.62
6-264973-7;15.04.2024;1998012857;HAD;Hyse;07;Storegga-Frøyabanken;20;3548.82
6-264981-4;15.04.2024;1982003787;HAD;Hyse;07;Storegga-Frøyabanken;20;7.98
6-264984-2;15.04.2024;1972005727;HAD;Hyse;07;Storegga-Frøyabanken;61;70.68
6-264985-4;15.04.2024;1986003635;HAD;Hyse;07;Storegga-Frøyabanken;20;27.36
8-1600608-15;15.04.2024;1998003525;HAD;Hyse;08;Eigersundbanken;53;531.0
4-3020142-1;15.04.2024;2008043688;HAD;Hyse;08;Eigersundbanken;22;18.9
4-3020146-2;15.04.2024;1994003398;HAD;Hyse;08;Eigersundbanken;22;25.34
2-4039140-4;15.04.2024;1998003525;HAD;Hyse;08;Eigersundbanken;51;99.18
2-4039141-12;15.04.2024;2022123057;HAD;Hyse;08;Eigersundbanken;51;197.22
2-4039143-3;15.04.2024;2022121737;HAD;Hyse;08;Eigersundbanken;51;4186.08
2-4039154-2;15.04.2024;2018101453;HAD;Hyse;08;Eigersundbanken;22;4.56
2-4039161-3;15.04.2024;1987011070;HAD;Hyse;08;Eigersundbanken;22;37.62
2-4039243-4;16.04.2024;;HAD;Hyse;08;Eigersundbanken;33;22.8
7-7000011702164-8;15.04.2024;2001016601;POK;Sei;03;Øst-Finnmark;61;427.2
7-7000011702170-3;15.04.2024;1998006348;POK;Sei;03;Øst-Finnmark;22;19.0
7-7000011702188-5;15.04.2024;2013062932;POK;Sei;03;Øst-Finnmark;61;57.0
7-7000011702192-4;15.04.2024;2010052768;POK;Sei;03;Øst-Finnmark;22;4.0
7-7000011702207-2;15.04.2024;2008041548;POK;Sei;03;Øst-Finnmark;22;6.0
7-7000011702253-5;15.04.2024;1995008374;POK;Sei;03;Øst-Finnmark;61;36.0
7-7000011702260-4;15.04.2024;1996008380;POK;Sei;03;Øst-Finnmark;22;32.4
7-7000011702264-3;15.04.2024;2019112113;POK;Sei;03;Øst-Finnmark;22;9.0
7-7000011702492-2;15.04.2024;;POK;Sei;03;Øst-Finnmark;33;1.0
4-1128995-5;15.04.2024;1997004871;POK;Sei;04;Vest-Finnmark;22;64.13
4-1129020-1;15.04.2024;1997004871;POK;Sei;04;Vest-Finnmark;22;0.0
4-1129022-1;15.04.2024;1997004871;POK;Sei;04;Vest-Finnmark;22;5324.4
4-1129022-2;15.04.2024;1997004871;POK;Sei;04;Vest-Finnmark;22;16842.6
4-1129022-3;15.04.2024;1997004871;POK;Sei;04;Vest-Finnmark;22;59552.55
4-1129022-4;15.04.2024;1997004871;POK;Sei;04;Vest-Finnmark;22;6281.55
6-265147-2;15.04.2024;2019108180;POK;Sei;04;Vest-Finnmark;51;17305.65
6-265908-1;15.04.2024;2019108180;POK;Sei;04;Vest-Finnmark;51;119137.5
6-266659-1;15.04.2024;2019108180;POK;Sei;04;Vest-Finnmark;51;3764.8
7-7000011702151-4;15.04.2024;;POK;Sei;05;Røstbanken til Malangsgrunnen;22;13.5
7-7000011702187-7;15.04.2024;2008045528;POK;Sei;05;Røstbanken til Malangsgrunnen;22;2821.5
7-7000011702187-8;15.04.2024;2008045528;POK;Sei;05;Røstbanken til Malangsgrunnen;22;1209.6
7-7000011702213-2;15.04.2024;1996005413;POK;Sei;05;Røstbanken til Malangsgrunnen;22;35.1
7-7000011702241-4;15.04.2024;2011056130;POK;Sei;05;Røstbanken til Malangsgrunnen;35;913.95
7-7000011702257-4;15.04.2024;2008044768;POK;Sei;05;Røstbanken til Malangsgrunnen;33;4.05
7-7000011702280-3;15.04.2024;2001014982;POK;Sei;05;Røstbanken til Malangsgrunnen;22;27.0
7-7000011702300-4;15.04.2024;1989011308;POK;Sei;05;Røstbanken til Malangsgrunnen;22;5.4
7-7000011702335-3;15.04.2024;2008043750;POK;Sei;05;Røstbanken til Malangsgrunnen;32;106.0
7-7000011702135-1;15.04.2024;1994008065;POK;Sei;06;Helgelandsbanken;22;5.4
7-7000011702166-3;15.04.2024;1992008197;POK;Sei;06;Helgelandsbanken;22;105.3
7-7000011702167-2;15.04.2024;1996005344;POK;Sei;06;Helgelandsbanken;22;135.0
7-7000011702167-3;15.04.2024;1996005344;POK;Sei;06;Helgelandsbanken;22;41.85
7-7000011702184-2;15.04.2024;;POK;Sei;06;Helgelandsbanken;22;4.05
7-7000011702224-4;15.04.2024;2001015483;POK;Sei;06;Helgelandsbanken;22;378.0
7-7000011702224-5;15.04.2024;2001015483;POK;Sei;06;Helgelandsbanken;22;240.0
7-7000011702235-5;15.04.2024;2015070674;POK;Sei;06;Helgelandsbanken;22;160.0
7-7000011702235-6;15.04.2024;2015070674;POK;Sei;06;Helgelandsbanken;22;648.0
4-1128986-5;15.04.2024;1992009319;POK;Sei;07;Storegga-Frøyabanken;61;10.8
6-12046-1;15.04.2024;1975007664;POK;Sei;07;Storegga-Frøyabanken;20;0.0
6-264955-13;15.04.2024;2013060632;POK;Sei;07;Storegga-Frøyabanken;20;689.85
6-264956-4;15.04.2024;1994004742;POK;Sei;07;Storegga-Frøyabanken;61;84.0
6-264958-2;15.04.2024;1986007291;POK;Sei;07;Storegga-Frøyabanken;20;388.8
6-264973-3;15.04.2024;1998012857;POK;Sei;07;Storegga-Frøyabanken;20;2568.0
6-264981-3;15.04.2024;1982003787;POK;Sei;07;Storegga-Frøyabanken;20;33.75
6-264985-5;15.04.2024;1986003635;POK;Sei;07;Storegga-Frøyabanken;20;54.0
6-264987-6;15.04.2024;2011054868;POK;Sei;07;Storegga-Frøyabanken;20;113.4
8-1600608-12;15.04.2024;1998003525;POK;Sei;08;Eigersundbanken;53;82.0
4-3020142-4;15.04.2024;2008043688;POK;Sei;08;Eigersundbanken;22;85.46
4-3020142-7;15.04.2024;2008043688;POK;Sei;08;Eigersundbanken;22;21.33
4-3020146-3;15.04.2024;1994003398;POK;Sei;08;Eigersundbanken;22;72.63
4-3020146-4;15.04.2024;1994003398;POK;Sei;08;Eigersundbanken;22;263.12
4-3020147-3;15.04.2024;2017100473;POK;Sei;08;Eigersundbanken;22;688.1
4-3020147-9;15.04.2024;2017100473;POK;Sei;08;Eigersundbanken;22;48.6
4-3020150-5;15.04.2024;2016073033;POK;Sei;08;Eigersundbanken;22;31.46
2-412805-6;15.04.2024;1998012457;POK;Sei;08;Eigersundbanken;55;0.0
7-7000011705857-1;22.04.2024;1982011615;COD;Torsk;03;Øst-Finnmark;32;650.0
7-7000011705857-2;22.04.2024;1982011615;COD;Torsk;03;Øst-Finnmark;32;830.0
7-7000011705876-4;22.04.2024;2013061255;COD;Torsk;03;Øst-Finnmark;32;246.62
7-7000011705876-5;22.04.2024;2013061255;COD;Torsk;03;Øst-Finnmark;32;1811.3
7-7000011705876-6;22.04.2024;2013061255;COD;Torsk;03;Øst-Finnmark;32;1078.52
7-7000011705876-7;22.04.2024;2013061255;COD;Torsk;03;Øst-Finnmark;32;18.88
7-7000011705879-1;22.04.2024;2005033226;COD;Torsk;03;Øst-Finnmark;22;916.0
7-7000011705917-2;22.04.2024;2022123626;COD;Torsk;03;Øst-Finnmark;22;340.0
7-7000011706061-1;22.04.2024;1980002079;COD;Torsk;03;Øst-Finnmark;22;0.0
7-7000011705848-1;22.04.2024;2022123581;COD;Torsk;04;Vest-Finnmark;61;6649.5
7-7000011705848-2;22.04.2024;2022123581;COD;Torsk;04;Vest-Finnmark;61;20275.5
7-7000011705848-3;22.04.2024;2022123581;COD;Torsk;04;Vest-Finnmark;61;14364.0
7-7000011705848-6;22.04.2024;2022123581;COD;Torsk;04;Vest-Finnmark;61;0.0
7-7000011705850-1;22.04.2024;2023124375;COD;Torsk;04;Vest-Finnmark;61;2820.0
7-7000011705850-2;22.04.2024;2023124375;COD;Torsk;04;Vest-Finnmark;61;2349.0
7-7000011705850-3;22.04.2024;2023124375;COD;Torsk;04;Vest-Finnmark;61;706.5
7-7000011705853-1;22.04.2024;1999004390;COD;Torsk;04;Vest-Finnmark;61;150.0
7-7000011705887-1;22.04.2024;2019111178;COD;Torsk;04;Vest-Finnmark;33;74.0
7-7000011705849-1;22.04.2024;2018107777;COD;Torsk;05;Røstbanken til Malangsgrunnen;61;457.0
7-7000011705849-2;22.04.2024;2018107777;COD;Torsk;05;Røstbanken til Malangsgrunnen;61;1126.0
7-7000011705849-3;22.04.2024;2018107777;COD;Torsk;05;Røstbanken til Malangsgrunnen;61;503.0
7-7000011705866-5;22.04.2024;;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;77.25
7-7000011705875-1;22.04.2024;2002018241;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;618.0
7-7000011705878-3;22.04.2024;2022120757;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;3.0
7-7000011705882-1;22.04.2024;2018102813;COD;Torsk;05;Røstbanken til Malangsgrunnen;22;898.5
7-7000011705888-10;22.04.2024;1982007393;COD;Torsk;05;Røstbanken til Malangsgrunnen;31;322.9
7-7000011705888-8;22.04.2024;1982007393;COD;Torsk;05;Røstbanken til Malangsgrunnen;31;230.6
6-265426-8;22.04.2024;2002016821;COD;Torsk;06;Helgelandsbanken;20;58.0
7-7000011705852-5;22.04.2024;2015071195;COD;Torsk;06;Helgelandsbanken;22;55.5
7-7000011705860-1;22.04.2024;;COD;Torsk;06;Helgelandsbanken;32;22.5
7-7000011705874-4;22.04.2024;1987000383;COD;Torsk;06;Helgelandsbanken;22;439.5
7-7000011705896-7;22.04.2024;1996005344;COD;Torsk;06;Helgelandsbanken;22;36.0
7-7000011705957-4;22.04.2024;1991005091;COD;Torsk;06;Helgelandsbanken;22;28.5
7-7000011705975-3;22.04.2024;1980005731;COD;Torsk;06;Helgelandsbanken;22;9.0
7-7000011705985-4;22.04.2024;1996000812;COD;Torsk;06;Helgelandsbanken;22;51.0
7-7000011706035-9;22.04.2024;1996008370;COD;Torsk;06;Helgelandsbanken;22;6.0
4-1129046-1;22.04.2024;1992009319;COD;Torsk;07;Storegga-Frøyabanken;61;102.0
6-265390-5;22.04.2024;;COD;Torsk;07;Storegga-Frøyabanken;20;5.9
6-265391-2;22.04.2024;1994004224;COD;Torsk;07;Storegga-Frøyabanken;20;31.5
6-265392-1;22.04.2024;1992004869;COD;Torsk;07;Storegga-Frøyabanken;61;219.48
6-265393-2;22.04.2024;2022120797;COD;Torsk;07;Storegga-Frøyabanken;11;11.0
6-265394-1;22.04.2024;1987004437;COD;Torsk;07;Storegga-Frøyabanken;61;578.2
6-265395-4;22.04.2024;1971003988;COD;Torsk;07;Storegga-Frøyabanken;20;7.08
6-265400-2;22.04.2024;2014064453;COD;Torsk;07;Storegga-Frøyabanken;61;80.24
6-265410-4;22.04.2024;1996004124;COD;Torsk;07;Storegga-Frøyabanken;20;6.0
4-3020285-4;22.04.2024;2000013887;COD;Torsk;08;Eigersundbanken;22;11.1
4-3020307-7;22.04.2024;1994003398;COD;Torsk;08;Eigersundbanken;22;14.25
4-3020309-2;22.04.2024;2017100473;COD;Torsk;08;Eigersundbanken;22;16.8
4-3020309-9;22.04.2024;2017100473;COD;Torsk;08;Eigersundbanken;22;8.7
2-3234184-4;22.04.2024;1998001095;COD;Torsk;08;Eigersundbanken;55;4.72
2-3234206-2;22.04.2024;2011054308;COD;Torsk;08;Eigersundbanken;42;30.68
2-4039583-5;22.04.2024;1996006444;COD;Torsk;08;Eigersundbanken;22;7.08
2-4039585-6;22.04.2024;2008040708;COD;Torsk;08;Eigersundbanken;22;2.36
2-412913-2;22.04.2024;2011054308;COD;Torsk;08;Eigersundbanken;42;0.0
7-7000011705857-3;22.04.2024;1982011615;HAD;Hyse;03;Øst-Finnmark;32;62.0
7-7000011705876-1;22.04.2024;2013061255;HAD;Hyse;03;Øst-Finnmark;32;1389.66
7-7000011705876-2;22.04.2024;2013061255;HAD;Hyse;03;Øst-Finnmark;32;528.96
7-7000011705876-3;22.04.2024;2013061255;HAD;Hyse;03;Øst-Finnmark;32;2129.52
7-7000011705949-3;22.04.2024;2019110156;HAD;Hyse;03;Øst-Finnmark;32;400.0
7-7000011705965-1;22.04.2024;2019110014;HAD;Hyse;03;Øst-Finnmark;61;1512.78
7-7000011705965-2;22.04.2024;2019110014;HAD;Hyse;03;Øst-Finnmark;61;3335.64
7-7000011705982-1;22.04.2024;2019108273;HAD;Hyse;03;Øst-Finnmark;35;1010.04
7-7000011705848-5;22.04.2024;2022123581;HAD;Hyse;04;Vest-Finnmark;61;74.0
7-7000011705850-7;22.04.2024;2023124375;HAD;Hyse;04;Vest-Finnmark;61;11218.28
7-7000011705850-8;22.04.2024;2023124375;HAD;Hyse;04;Vest-Finnmark;61;2137.5
7-7000011705853-2;22.04.2024;1999004390;HAD;Hyse;04;Vest-Finnmark;61;1820.0
7-7000011705853-3;22.04.2024;1999004390;HAD;Hyse;04;Vest-Finnmark;61;1820.0
7-7000011705853-4;22.04.2024;1999004390;HAD;Hyse;04;Vest-Finnmark;61;2427.0
7-7000011705898-4;22.04.2024;2001014889;HAD;Hyse;04;Vest-Finnmark;22;16.8
7-7000011705921-2;22.04.2024;2002019321;HAD;Hyse;04;Vest-Finnmark;61;1097.8
7-7000011706050-1;22.04.2024;;HAD;Hyse;04;Vest-Finnmark;22;29.64
7-7000011705849-7;22.04.2024;2018107777;HAD;Hyse;05;Røstbanken til Malangsgrunnen;61;38.0
7-7000011705866-4;22.04.2024;;HAD;Hyse;05;Røstbanken til Malangsgrunnen;33;8.55
7-7000011705880-3;22.04.2024;1998002428;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;14.0
7-7000011705882-2;22.04.2024;2018102813;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;6.84
7-7000011705888-3;22.04.2024;1982007393;HAD;Hyse;05;Røstbanken til Malangsgrunnen;31;19.0
7-7000011705900-1;22.04.2024;1978012084;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;35.34
7-7000011705927-3;22.04.2024;2008045328;HAD;Hyse;05;Røstbanken til Malangsgrunnen;31;400.14
7-7000011705930-3;22.04.2024;1994002604;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;2354.1
7-7000011705931-3;22.04.2024;2018103053;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;69.54
7-7000011705852-9;22.04.2024;2015071195;HAD;Hyse;06;Helgelandsbanken;22;18.24
7-7000011705874-6;22.04.2024;1987000383;HAD;Hyse;06;Helgelandsbanken;22;124.26
7-7000011705896-4;22.04.2024;1996005344;HAD;Hyse;06;Helgelandsbanken;22;23.94
7-7000011705957-2;22.04.2024;1991005091;HAD;Hyse;06;Helgelandsbanken;22;30.78
7-7000011705961-5;22.04.2024;;HAD;Hyse;06;Helgelandsbanken;22;29.64
7-7000011705975-1;22.04.2024;1980005731;HAD;Hyse;06;Helgelandsbanken;22;140.0
7-7000011705985-7;22.04.2024;1996000812;HAD;Hyse;06;Helgelandsbanken;22;100.8
7-7000011706035-2;22.04.2024;1996008370;HAD;Hyse;06;Helgelandsbanken;22;214.2
7-7000011706048-3;22.04.2024;2003020485;HAD;Hyse;06;Helgelandsbanken;22;143.64
4-1129046-2;22.04.2024;1992009319;HAD;Hyse;07;Storegga-Frøyabanken;61;82.08
6-265390-3;22.04.2024;;HAD;Hyse;07;Storegga-Frøyabanken;20;10.26
6-265394-8;22.04.2024;1987004437;HAD;Hyse;07;Storegga-Frøyabanken;61;217.74
6-265395-5;22.04.2024;1971003988;HAD;Hyse;07;Storegga-Frøyabanken;20;11.4
6-265400-1;22.04.2024;2014064453;HAD;Hyse;07;Storegga-Frøyabanken;61;101.46
6-265410-2;22.04.2024;1996004124;HAD;Hyse;07;Storegga-Frøyabanken;20;70.68
6-265411-3;22.04.2024;2014064032;HAD;Hyse;07;Storegga-Frøyabanken;20;3393.78
6-265413-2;22.04.2024;1994004137;HAD;Hyse;07;Storegga-Frøyabanken;20;133.38
6-265415-6;22.04.2024;1982003787;HAD;Hyse;07;Storegga-Frøyabanken;20;23.94
4-3020286-1;22.04.2024;2008043688;HAD;Hyse;08;Eigersundbanken;22;13.86
4-3020307-2;22.04.2024;1994003398;HAD;Hyse;08;Eigersundbanken;22;31.92
2-4039583-1;22.04.2024;1996006444;HAD;Hyse;08;Eigersundbanken;22;13.68
2-4039585-1;22.04.2024;2008040708;HAD;Hyse;08;Eigersundbanken;22;13.68
2-4039591-1;22.04.2024;2018102853;HAD;Hyse;08;Eigersundbanken;22;3.42
2-4039596-1;22.04.2024;1991008785;HAD;Hyse;08;Eigersundbanken;61;7.98
2-4039606-5;22.04.2024;1987011070;HAD;Hyse;08;Eigersundbanken;22;19.95
2-4039619-1;22.04.2024;2023124056;HAD;Hyse;08;Eigersundbanken;22;76.38
6-12064-7;23.04.2024;2012060972;HAD;Hyse;08;Eigersundbanken;51;0.0
7-7000011705876-12;22.04.2024;2013061255;POK;Sei;03;Øst-Finnmark;32;3.6
7-7000011705993-9;22.04.2024;1987000494;POK;Sei;03;Øst-Finnmark;61;8.0
7-7000011705997-3;22.04.2024;1992007451;POK;Sei;03;Øst-Finnmark;61;333.0
7-7000011706043-8;22.04.2024;2019110477;POK;Sei;03;Øst-Finnmark;61;166.8
7-7000011706093-2;22.04.2024;2001014526;POK;Sei;03;Øst-Finnmark;22;2.0
7-7000011706193-8;22.04.2024;2015069033;POK;Sei;03;Øst-Finnmark;61;16279.2
7-7000011706223-1;22.04.2024;2023123954;POK;Sei;03;Øst-Finnmark;61;48.0
7-7000011706241-5;22.04.2024;2015070133;POK;Sei;03;Øst-Finnmark;61;1.0
7-7000011708029-1;26.04.2024;;POK;Sei;03;Øst-Finnmark;33;19.2
7-7000011705848-4;22.04.2024;2022123581;POK;Sei;04;Vest-Finnmark;61;1130.0
7-7000011705850-5;22.04.2024;2023124375;POK;Sei;04;Vest-Finnmark;61;5496.84
7-7000011705850-6;22.04.2024;2023124375;POK;Sei;04;Vest-Finnmark;61;3982.2
7-7000011705898-7;22.04.2024;2001014889;POK;Sei;04;Vest-Finnmark;22;1.35
7-7000011705918-3;22.04.2024;1972005078;POK;Sei;04;Vest-Finnmark;22;5.0
7-7000011705920-1;22.04.2024;1986010344;POK;Sei;04;Vest-Finnmark;22;5.4
7-7000011705921-5;22.04.2024;2002019321;POK;Sei;04;Vest-Finnmark;61;9.0
7-7000011705964-7;22.04.2024;2014064713;POK;Sei;04;Vest-Finnmark;32;6.75
7-7000011706105-8;22.04.2024;;POK;Sei;04;Vest-Finnmark;51;38715.3
7-7000011705849-4;22.04.2024;2018107777;POK;Sei;05;Røstbanken til Malangsgrunnen;61;539.0
7-7000011705849-5;22.04.2024;2018107777;POK;Sei;05;Røstbanken til Malangsgrunnen;61;678.0
7-7000011705849-6;22.04.2024;2018107777;POK;Sei;05;Røstbanken til Malangsgrunnen;61;324.0
7-7000011705866-3;22.04.2024;;POK;Sei;05;Røstbanken til Malangsgrunnen;33;5.4
7-7000011705880-1;22.04.2024;1998002428;POK;Sei;05;Røstbanken til Malangsgrunnen;22;710.1
7-7000011705882-4;22.04.2024;2018102813;POK;Sei;05;Røstbanken til Malangsgrunnen;22;4.05
